Key,Type,Desc,English,Italian,Verify
Scenario_7_Name,Text,,A Rocky Start,Un inizio duro come la roccia,
Scenario_8_Description,Text,,In hostile environment make best use of the limited resources and construct two glorious monuments for your colony.,"In un ambiente ostile, usa le risorse limitate al meglio e costruisci due gloriosi monumenti per la tua colonia.",
Scenario_8_Name,Text,,In The Desert,Nel deserto,
Scenario_9_Description,Text,,Claim victory over your anthrobotic foe.,Guadagnati la vittoria contro il tuo nemico umanoide.,
Scenario_9_Name,Text,,A Hostile Environment,Un ambiente ostile,
Scenario_Difficulty_0,Text,,Casual,Facile,
Scenario_Difficulty_1,Text,,Normal,Normale,
Scenario_Difficulty_2,Text,,Hard,Difficile,
Screen Settings,Text,,Screen Settings,Impostazioni Schermo,
ScreenSettingsApply,Text,,Apply,Applica,
SculptMode_0_Name,Text,,Full,Pieno,
SculptMode_1_Name,Text,,Side,Lato,
SculptMode_2_Name,Text,,Corner,Angolo,
SculptMode_3_Name,Text,,Vertex,Vertice,
SculptMode_4_Name,Text,,Reset,Ripristina,
SculptMode_5_Name,Text,,Side Snap,Trasformazione laterale,
Soundtrack,Text,,Soundtrack,Colonna sonora,
Start Game,Text,,Start Game,Inizia partita,
Structure_0_Name,Text,,Train Platform,Stazione,
Structure_0_Plural,Text,,Train Platforms,Stazioni,
Structure_1_Name,Text,,Wheat Field,Campo di grano,
Structure_1_Plural,Text,,Wheat Fields,Campi di grano,
Structure_3_Name,Text,,Sheep Pasture,Pascolo,
Structure_3_Plural,Text,,Sheep Pastures,Pascoli,
Structure_4_Name,Text,,Cow Field,Mandria (mucche),
Structure_4_Plural,Text,,Cow Fields,Mandrie (mucche),
Structure_5_Name,Text,,Pier,Molo,
Structure_5_Plural,Text,,Piers,Moli,
Structure_7_Name,Text,,Orchard Plot,Frutteto,
Structure_7_Plural,Text,,Orchard Plots,Frutteti,
Subscribe,Text,Subscribe to a map,Subscribe,Sottoscrivi,
Subscribed,Text,Subscribed Maps tab,Subscribed,Sottoscritto,
TechCategory_4_Name,Text,Tech research category,Agriculture,Agricoltura,
TechTreeButtonSelectIdleWorkshop,Text,,Select Idle Workshop,Seleziona un Laboratorio inattivo,
TechTreeButtonSelectResearchIdleWorkshop,Text,,"Select Research &
Idle Workshop",Seleziona Ricerca e Laboratorio inattivo,
TechTreeButtonStartResearch,Text,,Start Research,Inizia ricerca,
TechCategory_0_Name,Text,Tech research category,Construction,Costruzione,
TechTreeErrorNeedsHigherLevelWorkshop,Text,,Needs Higher Level Workshop,Hai bisogno di un Laboratorio di livello superiore,
TechTreeHeader,Text,,Technology Overview,Panoramica della tecnologia,
TechCategory_1_Name,Text,Tech research category,Military,Militare,
TechCategory_6_Name,Text,Tech research category,Mining,Estrazione mineraria,
TechCategory_8_Name,Text,Tech research category,Science & Industry,Scienza & Industria,
TechTreeSelect,Text,,Select A Technology,Seleziona una tecnologia,
TechTreeSelectResearch,Text,,Select Research,Seleziona ricerca,
TechTreeSelectWorkshop,Text,,Select A Workshop,Seleziona Laboratorio,
TechCategory_3_Name,Text,Tech research category,Transportation,Trasporti,
TechTreeWorkshopStateActive,Text,,Active,Attivo,
TechTreeWorkshopStateIdle,Text,,Idle,Inattivo,
TechTreeWorkshopStateUnderConstruction,Text,,Under Construction,In costruzione,
TechTreeWorkshopStateUpgrading,Text,,Upgrading,In miglioramento,
Tech_0_Desc,Text,,Increase sapling growth speed by <amount>%,Aumenta la velocità di crescita degli alberelli dell'<amount>%,
Tech_0_Name,Text,,Coppicing I,Taglialegna I,
Tech_100_Desc,Text,,Unlocks <bd>Printing Press</bd>,Sblocca la <bd>Macchina da Stampa</bd>,
Tech_100_Name,Text,,Printing I,Stampa I,
Tech_101_Desc,Text,,Improves production speed of <bd>Printing Press</bd> by <amount>%,Migliora la velocità di produzione della <bd>Macchina da Stampa</bd> dell'<amount>%,
Tech_101_Name,Text,,Printing II,Stampa II,
Tech_105_Desc,Text,,Unlocks <bd>Flour Mill</bd> and <bd>Bakery</bd>,Sblocca il <bd>Mulino</bd> e il <bd>Panificio</bd>,
Tech_105_Name,Text,,Breadmaking I,Panificazione I,
Tech_106_Desc,Text,,Improves production speed of <bd>Bakery</bd> by <amount>%,Migliora la velocità di produzione del <bd>Panificio</bd> dell'<amount>%,
Tech_106_Name,Text,,Breadmaking II,Panificazione II,
Tech_107_Desc,Text,,Unlocks <bd>Brewery</bd>,Sblocca il <bd>Fabbrica di Birra</bd>,
Tech_107_Name,Text,,Brewing I,Fermentazione I,
Tech_108_Desc,Text,,Improves production speed of <bd>Brewery</bd> by <amount>%,Migliora la velocità di produzione della <bd>Fabbrica di Birra</bd> dell'<amount>%,
Tech_108_Name,Text,,Brewing II,Fermentazione II,
Tech_110_Desc,Text,,Unlocks <bd>Wheat Farm</bd>,Sblocca la <bd>Fattoria di Grano</bd>,
Tech_110_Name,Text,,Wheat Farming,Coltivazione del grano,
Tech_115_Desc,Text,,"Unlocks construction of <bd>Train Station</bd>, trains and rail track","Sblocca la costruzione della <bd>Stazione Ferroviaria</bd>, dei treni e delle rotaie",
Tech_115_Name,Text,,Steam Engines I,Motori a vapore I,
Tech_116_Desc,Text,,Adds additional capacity to your train hoppers,Aggiunge capacità alle tramogge dei treni,
Tech_116_Name,Text,,Steam Engines II,Motori a vapore II,
Tech_120_Desc,Text,,Increases research speed by <amount>%,Migliora la velocità di ricerca dell'<amount>%,
Tech_120_Name,Text,,Science I,Scienza I,
Tech_121_Desc,Text,,Increases research speed by <amount>%,Migliora la velocità di ricerca dell'<amount>%,
Tech_121_Name,Text,,Science II,Scienza II,
Tech_122_Desc,Text,,Increases research speed by <amount>%,Migliora la velocità di ricerca dell'<amount>%,
Tech_122_Name,Text,,Science III,Scienza III,
Tech_1_Desc,Text,,Increase sapling growth speed by <amount>%,Aumenta la velocità di crescita degli alberelli dell'<amount>%,
Tech_1_Name,Text,,Coppicing II,Taglialegna II,
Tech_20_Desc,Text,,Unlocks creation of <it>Arrows</it> at the <bd>Fletcher</bd> and firing of <it>Arrows</it> from <bd>Watchtowers</bd>,Sblocca la creazione delle <it>Frecce</it> presso l'<bd>Artigiano</bd> e l'abilità di sparare <it>Frecce</it> dalle <bd>Torri di Guardia</bd>,
Tech_20_Name,Text,,Arrows I,Frecce I,
Tech_21_Desc,Text,,Increases damage dealt by your arrows by <amount>%,Aumenta il danno inflitto dalle tue frecce dell'<amount>%,
Tech_21_Name,Text,,Arrows II,Frecce II,
Tech_22_Desc,Text,,Increases damage dealt by your arrows by <amount>%,Aumenta il danno inflitto dalle tue frecce dell'<amount>%,
Tech_22_Name,Text,,Arrows III,Frecce III,
Tech_25_Desc,Text,,Unlocks creation of <it>Cannonballs</it> at the <bd>Weaponsmith</bd> and firing of <it>cannonballs</it> from <bd>Watchtowers</bd>,Sblocca la creazione delle <it>Palle di Cannone</it> presso il <bd>Fabbro</bd> e la possibilità di sparare <it>Palle di Cannone</it> dalle <bd>Torri di Guardia</bd>,
Tech_25_Name,Text,,Cannons I,Cannoni I,
Tech_26_Desc,Text,,Increases damage dealt by your cannonballs by <amount>%,Aumenta il danno inflitto dalle tue palle di cannone dell'<amount>%,
Tech_26_Name,Text,,Cannons II,Cannoni II,
Tech_27_Desc,Text,,Increases damage dealt by your cannonballs by <amount>%,Aumenta il danno inflitto dalle tue palle di cannone dell'<amount>%,
Tech_27_Name,Text,,Cannons III,Cannoni III,
Tech_2_Desc,Text,,Increase sapling growth speed by <amount>%,Aumenta la velocità di crescita degli alberelli dell'<amount>%,
Tech_2_Name,Text,,Coppicing III,Taglialegna III,
Tech_30_Desc,Text,,Reduces damage dealt to your military buildings by <amount>%,Riduce il danno ricevuto dai tuoi edifici militari dell'<amount>%,
Tech_30_Name,Text,,Armour I,Armatura I,
Tech_31_Desc,Text,,Reduces damage dealt to your military buildings by <amount>%,Riduce il danno ricevuto dai tuoi edifici militari dell'<amount>%,
Tech_31_Name,Text,,Armour II,Armatura II,
Tech_32_Desc,Text,,Reduces damage dealt to your military buildings by <amount>%,Riduce il danno ricevuto dai tuoi edifici militari dell'<amount>%,
Tech_32_Name,Text,,Armour III,Armatura III,
Tech_35_Desc,Text,,Increases repair speed by <amount>%,Aumenta la velocità di riparazione dell'<amount>%,
Tech_35_Name,Text,,Repair I,Riparazione I,
Tech_36_Desc,Text,,Increases repair speed by <amount>%,Aumenta la velocità di riparazione dell'<amount>%,
Tech_36_Name,Text,,Repair II,Riparazione II,
Tech_37_Desc,Text,,Increases repair speed by <amount>%,Aumenta la velocità di riparazione dell'<amount>%,
Tech_37_Name,Text,,Repair III,Riparazione III,
Tech_40_Desc,Text,,"Unlocks mining of <nr>Coal</nr>, <nr>Iron Ore</nr>, <nr>Clay</nr> at <bd>Level 2 Surface Mine</bd> and <bd>Level 1 Shaft Mine</bd>.","Sblocca l'estrazione di <nr>Carbone</nr>, <nr>Ferro grezzo</nr>, <nr>Argilla</nr> presso <bd>Miniera di Superficie Livello 2</bd> e <bd>Miniera Livello 1</bd>.",
Tech_40_Name,Text,,Mining I,Estrazione mineraria I,
Tech_41_Desc,Text,,"Unlocks mining of <nr>Salt</nr>, <nr>Quartz</nr> and <nr>Gold</nr> at <bd>Level 3 Surface Mine</bd> and <bd>Level 2 Shaft Mine</bd>.","Sblocca l'estrazione di <nr>Sale</nr>, <nr>Quarzo</nr> e <nr>Oro</nr> presso <bd>Miniera di Superficie Livello 3</bd> e <bd>Miniera Livello 2</bd>.",
Tech_41_Name,Text,,Mining II,Estrazione mineraria II,
Tech_43_Desc,Text,,Improves mining speed of <bd>Surface Mines</bd> and <bd>Shaft Mines</bd> by <amount>%,Migliora la velocità di estrazione della <bd>Miniera di Superficie</bd> e della <bd>Miniera</bd> dell'<amount>%,
Tech_43_Name,Text,,Mining Speed I,Velocità estrazione mineraria I,
Tech_44_Desc,Text,,Improves mining speed of <bd>Surface Mines</bd> and <bd>Shaft Mines</bd> by <amount>%,Migliora la velocità di estrazione della <bd>Miniera di Superficie</bd> e della <bd>Miniera</bd> dell'<amount>%,
Tech_44_Name,Text,,Mining Speed II,Velocità estrazione mineraria II,
Tech_45_Desc,Text,,Improves mining speed of <bd>Surface Mines</bd> and <bd>Shaft Mines</bd> by <amount>%,Migliora la velocità di estrazione della <bd>Miniera di Superficie</bd> e della <bd>Miniera</bd> dell'<amount>%,
Tech_45_Name,Text,,Mining Speed III,Velocità estrazione mineraria III,
Tech_50_Desc,Text,,Unlocks construction of more advanced buildings.,Sblocca la costruzione di edifici più avanzati.,
Tech_50_Name,Text,,Construction I,Costruzione I,
Tech_51_Desc,Text,,Unlocks construction of more advanced buildings.,Sblocca la costruzione di edifici più avanzati.,
Tech_51_Name,Text,,Construction II,Costruzione II,
Tech_52_Desc,Text,,Unlocks <res>Construction I</res>,Sblocca <res>Costruzione I</res>,
Tech_52_Name,Text,,Stonemasonry,Muratura in pietra,
Tech_54_Desc,Text,,Unlocks <res>Construction I</res>,Sblocca <res>Costruzione I</res>,
Tech_54_Name,Text,,Scaffolding I,Impalcature I,
Tech_55_Desc,Text,,Unlocks <res>Construction II</res>,Sblocca <res>Costruzione II</res>,
Tech_55_Name,Text,,Scaffolding II,Impalcature II,
Tech_56_Desc,Text,,Unlocks <bd>Brickyard</bd> and <res>Construction II</res>,Sblocca <bd>Mattonificio</bd> e <res>Costruzione II</res>,
Tech_56_Name,Text,,Brickmaking I,Produzione di Mattoni I,
Tech_57_Desc,Text,,Unlocks <bd>Glassworks</bd> and <res>Construction III</res>,Sblocca la <bd>Vetreria</bd> e <res>Costruzione III</res>,
Tech_57_Name,Text,,Glassmaking,Produzione del vetro,
Tech_58_Desc,Text,,Unlocks <res>Construction III</res>,Sblocca <res>Costruzione III</res>,
Tech_58_Name,Text,,Scaffolding III,Impalcature III,
Tech_59_Desc,Text,,Unlocks construction of more advanced buildings,Sblocca la costruzione di edifici più avanzati,
Tech_59_Name,Text,,Construction III,Costruzione III,
Tech_5_Desc,Text,,Increase construction speed by <amount>%,Migliora la velocità di costruzione dell'<amount>%,
Tech_5_Name,Text,,Construction Speed I,Velocità di costruzione I,
Tech_65_Desc,Text,,Unlocks construction of boats at the <bd>Boatyard</bd>,Sblocca la costruzione di barche presso il <bd>Cantiere navale</bd>,
Tech_65_Name,Text,,Boatbuilding I,Costruzione barche I,
Tech_66_Desc_Old,Text,,Reduces boat construction time by <amount>%,Riduce il tempo di costruzione delle barche dell'<amount>%,
Tech_66_Name,Text,,Boatbuilding II,Costruzione barche II,
Tech_6_Desc,Text,,Increase construction speed by <amount>%,Aumenta la velocità di costruzione dell'<amount>%,
Tech_6_Name,Text,,Construction Speed II,Velocità di costruzione II,
Tech_70_Desc,Text,,Improves ship speed by <amount>%,Aumenta la velocità delle barche dell'<amount>%,
Tech_70_Name,Text,,Astronomy,Astronomia,
Tech_71_Desc,Text,,Increases speed of your boats and trains by <amount>%,Migliora la velocità di barche e treni dell'<amount>%,
Tech_71_Name,Text,,Engineering I,Ingegneria I,
Tech_72_Desc,Text,,Increases speed of your boats and trains by <amount>%,Migliora la velocità di barche e treni dell'<amount>%,
Tech_72_Name,Text,,Engineering II,Ingegneria II,
Tech_75_Desc,Text,,Unlocks <bd>Level 1 Road Layer</bd> who can upgrade roads and paths allowing bots to travel faster,Sblocca <bd>Manto Stradale Livello 1</bd> che può migliorare strade e percorsi per far viaggiare i bot più veloci,
Tech_75_Name,Text,,Cobbled Roads,Strade di ciottoli,
Tech_76_Desc,Text,,Unlocks <bd>Level 2 Road Layer</bd> who can upgrade roads and paths allowing bots to travel faster,Sblocca <bd>Manto Stradale Livello 2</bd> che può migliorare strade e percorsi per far viaggiare i bot più veloci,
Tech_76_Name,Text,,Brick Roads,Strade di mattoni,
Tech_7_Desc,Text,,Increase construction speed by <amount>%,Incrementa la velocità di costruzione dell'<amount>%,
Tech_7_Name,Text,,Construction Speed III,Velocità di costruzione III,
Technology Researched,Text,Teh technology the player has researched,Technology Researched,Tecnologia ricercata,
TerrainType_0,Text,,None,Nessuno,
TerrainType_1,Text,,Grass,Erba,
TerrainType_10,Text,,Desert A,Deserto A,
TerrainType_11,Text,,Rock B,Roccioso B,
TerrainType_12,Text,,Sand B,Sabbioso B,
TerrainType_13,Text,,Desert B,Deserto B,
TerrainType_14,Text,,Rock A,Roccioso A,
TerrainType_15,Text,,Prairie,Prateria,
TerrainType_16,Text,,Scrub,Prato con arbusti,
TerrainType_17,Text,,Forest,Foresta,
TerrainType_18,Text,,Swamp B,Paludoso B,
TerrainType_2,Text,,Sand,Sabbioso,
TerrainType_3,Text,,Meadow,Prato,
TerrainType_4,Text,,Rock A,Roccioso A,
TerrainType_5,Text,,Snow,Nevoso,
TerrainType_6,Text,,Seabed,Fondale marino,
TerrainType_7,Text,,Ice,Ghiacciato,
TerrainType_8,Text,,Dirt,Fangoso,
TerrainType_9,Text,,Swamp A,Paludoso A,
Territory,Text,The area which the player owns,Territory,Territorio,
This map is incomplete! Open in the map editor and check the verification panel.,Text,,This map is incomplete! Open in the map editor and check the verification panel.,Questa mappa è incompleta! Apri l'editor e controlla il pannello di verifica.,
Tip_0,Text,,You are always able to construct Level 1 buildings if you run out of resources for higher level ones.,Sei sempre in grado di costruire edifici di livello 1 se esaurisci le risorse per quelli di livello superiore.,
Tip_1,Text,,You will always be able to find an underground deposit of <nr>Stone</nr> on the map somewhere.,Sarai sempre in grado di trovare un deposito sotterraneo di <nr>Pietra</nr> sulla mappa da qualche parte.,
Tip_10,Text,,Use the Map to check the location and amount of natural resources you have inside and outside of your territory.,Utilizza la Mappa per verificare la posizione e la quantità di risorse naturali presenti all'interno e all'esterno del tuo territorio.,
Tip_11,Text,,Use the priority panel on a Lumberjack Hut to prioritise trees you want to chop down first.,Usa il pannello di priorità su una Capanna del Taglialegna per dare la priorità agli alberi che vuoi abbattere per primi.,
Tip_12,Text,,If you have a wall in the landscape you need to remove use the Sculpt tool in the bottom right of the screen.,"Se c'è un muro nel paesaggio che devi rimuovere, usa lo strumento Scolpisci nella parte in basso a destra dello schermo.",
Tip_13,Text,,You can create paths and then build roads on top of them later.,Puoi creare percorsi e poi costruirci delle strade in seguito.,
Tip_14,Text,,Right-click at any time to cancel the mode you're in.,Fai clic con il pulsante destro del mouse in qualsiasi momento per annullare la modalità in cui ti trovi.,
Tip_15,Text,,Expand more quickly by constructing higher level <bd>Watchtowers</bd>.,Espanditi più rapidamente costruendo <bd>Torri di Guardia</bd> di livello superiore.,
Tip_16,Text,,Use <hotkey>[H]</hotkey> to jump back to your <bd>Colony Ship</bd>.,Utilizza <hotkey>[H]</hotkey> per tornare alla <bd>Nave della Colonia</bd>.,
Tip_17,Text,,Prioritise a building to make it request resources before all other buildings. You can also do this by holding <hotkey>[P]</hotkey> and clicking the building.,Prioritizza un edificio per fargli richiedere risorse prima di tutti gli altri edifici. Puoi farlo anche tenendo premuto <hotkey>[P]</hotkey> e cliccando l'edificio.,
Tip_18,Text,,Use <hotkey>[F]</hotkey> to flip a building's orientation.,Utilizza <hotkey>[F]</hotkey> per invertire l'orientamento di un edificio.,
Tip_2,Text,,When building a <lr>Road</lr> hold <hotkey>[Ctrl]</hotkey> and click to fix waypoint tiles to the road you're placing.,Mentre costruisci una <lr>Strada</lr> tieni premuto <hotkey>[Ctrl]</hotkey> e clicca per fissare una posizione intermedia sulla strada che stai piazzando.,
Tip_3,Text,,"If two buildings share a path then a Stackbot can deliver straight from one building to another, helping to reduce traffic on your roads.","Se due Edifici condividono un sentiero, il BotImpilatore può consegnare direttamente le risorse da un edificio all'altro, riducendo il traffico sulle strade.",
Tip_4,Text,,Check the resource panel to check whether you're producing enough of a resource to meet demand.,Controlla il pannello risorse per essere sicuro di produrre abbastanza una risorsa da soddisfarne la domanda.,
Tip_5,Text,,"If resources are regularly being delivered over a long distance, build a <bd>Storage Yard</bd> near the destination building to keep a surplus of resources nearby.","Se delle risorse sono inviate a lunghe distanze spesso, costruisci un <bd>Deposito</bd> vicino alla destinazione per tenerne una scorta.",
Tip_6,Text,,Jump to build modes using hotkeys <hotkey>[1]</hotkey> through <hotkey>[9]</hotkey>.,Passa da una modalità di costruzione all'altra utilizzando i tasti da <hotkey>[1]</hotkey> fino a <hotkey>[9]</hotkey>.,
Tip_7,Text,,You can quickly upgrade a building by holding <hotkey>[U]</hotkey> and clicking it.,Puoi migliorare velocemente un edificio tenendo premuto <hotkey>[U]</hotkey> e cliccandolo.,
Tip_8,Text,,"If a route is likely to be a busy one in your colony, build short roads to move resources as quickly as possible.","Se sai che una strada sarà molto trafficata, costruisci strade brevi per far muovere le risorse più velocemente possibile.",
Tip_9,Text,,You can help alleviate busy roads by upgrading them with the <bd>Road Layer</bd> building.,Puoi alleviare il traffico sulle strade trafficate migliorandole con il <bd>Manto Stradale</bd>.,
TrackConstruction,Text,,Track Construction,Costruzione tracciato,
TrackConstructionDirectionElevation,Text,Section for direction and elevation of next track piece,Direction & Elevation,Direzione & Elevazione,
TrackConstructionPlace,Text,Button to place track,Place Track,Piazza tracciato,
TrackConstructionRemove,Text,Action to remove track,Remove Track,Rimuovi tracciato,
TrackConstructionSBend,Text,,S-Bend,Curva ad S,
TrackConstructionStep,Text,,Step,Gradino,
TrackConstructionSupportedHeight,Text,,Current support height:,Altezza supportata:,
TrackConstructionType,Text,"Which type of track is it - land, bridge or unsupported bridge",Type,Tipo,
TrackConstructionUnsupportedLength,Text,The current length of track the player is building that is unsupported,Unsupported length:,Lunghezza non supportata:,
TrackDirectionMode_0,Text,,Straight,Dritto,
TrackDirectionMode_1,Text,,Left,Sinistra,
TrackDirectionMode_2,Text,,Right,Destra,
TrackDirectionMode_255,Text,,None,Nessuno,
TrackElevationMode_0,Text,,Flat,Piatto,
TrackElevationMode_1,Text,,Up,Su,
TrackElevationMode_2,Text,,Down,Giù,
TrackElevationMode_255,Text,,None,Nessuno,
TrackLandMode_0,Text,,Land,Terra,
TrackLandMode_1,Text,,Unsupported Bridge,Ponte senza supporti,
TrackLandMode_2,Text,,Supported Bridge,Ponte con supporti,
TrackSpecialMode_0,Text,,S-Bend Left,Curva a S a sinistra,
TrackSpecialMode_1,Text,,S-Bend Right,Curva a S a destra,
TrackSpecialMode_255,Text,,None,Nessuno,
TrackStepMode_0,Text,,Step Up,Passo in su,
TrackStepMode_1,Text,,Step Down,Passo in giù,
TrackStepMode_2,Text,,Small Step Up,Piccolo passo in su,
TrackStepMode_255,Text,,None,Nessuno,
TrackStepMode_3,Text,,Small Step Down,Piccolo passo in giù,
TraderRep_0_Name,Text,,Unknown,Sconosciuto,
TraderRep_1_Name,Text,,Local Trader,Commerciante locale,
TraderRep_2_Name,Text,,Master Merchant,Maestro mercante,
TraderRep_3_Name,Text,,Planetary Dealer,Rivenditore planetario,
TraderRep_4_Name,Text,,Galactic Trader,Commerciante Galattico,
TrainEngine_0_Name,Text,,Coal Engine,Motore a carbone,
TrainHopper_0_Name,Text,,Hopper,Tramoggia,
Train_0_Desc,Text,,Basic coal engine with three hoppers,Motore a carbone di base con tre tramogge,
Train_0_Name,Text,,Locomotive,Locomotiva,
Transport Priorities,Text,,Transport Priorities,Priorità di trasporto,
TutorialDialogues_T1_BuildAnotherFishingHut,Text,,"Fantastic! You now have the capacity to produce more <it>Energy L1</it>.
But more <bd>Residences</bd> mean more Housebot needs, so demand for <it>Water</it> and <cat>Food</cat> has also increased.
Build another <bd>Fishing Hut</bd> on the coast to increase your <cat>Food</cat> production.","Fantastico! Ora hai la capacità di produrre più <it>Energia L1</it>.
Ma più <bd>Residenze</bd> significano più BotCasaligni, che necessiteranno di <it>Acqua</it> e <cat>Cibo</cat>.
Costruisci un'altra <bd>Capanna del Pescatore</bd> sulla costa per aumentare la tua produzione di <cat>Cibo</cat>.",
TutorialDialogues_T1_BuildFishingHut,Text,,We're near the shore and have several jumping fish tiles available which can be farmed by a <bd>Fishing Hut</bd>.,Siamo vicini alla costa e ci sono molte caselle pesce disponibili che possono essere pescate con una <bd>Capanna del Pescatore</bd>.,
TutorialDialogues_T1_BuildForestry,Text,,"Great! <bd>Watchtowers</bd> take a little longer to build though.
While your <bd>Watchtower</bd> is being built, let's construct a <bd>Forestry</bd> to plant some more trees.","Bene! Purtroppo, le <bd>Torri di Guardia</bd> richiedono più tempo per essere costruite.
Mentre la tua <bd>Torre di Guardia</bd> viene costruita, costruisci una <bd>Guardia Forestale</bd> per piantare alcuni alberi.",
TutorialDialogues_T1_BuildLumberjackHut,Text,,Now click the flashing Build icon in the bottom right of the screen.,Adesso clicca l'icona di Costruzione lampeggiante in basso a destra.,
TutorialDialogues_T1_BuildMoreResidences,Text,,"So the demand is now greater than the supply of <it>Energy L1</it>. This means eventually the <bd>Lumberjack Hut</bd> and <bd>Surface Mine</bd> won't be able to work at 100% efficiency.
Build two more <bd>Residences</bd> to increase the supply of <it>Energy L1</it>!
Another tip: you can <hotkey>[Ctrl]</hotkey> + select a building to duplicate it.","La domanda di <it>Energia L1</it> è superiore alla produzione.
Questo significa che con il tempo la <bd>Capanna del Taglialegna</bd> e la <bd>Miniera di Superficie</bd> non saranno in grado di lavorare al 100%.
Costruisci altre due <bd>Residenze</bd> per aumentare la fornitura di <it>Energia L1</it>!
Un altro consiglio: puoi utilizzare <hotkey>[Ctrl]</hotkey> + click su un edificio per duplicarlo.",
TutorialDialogues_T1_BuildPath,Text,,Select <lr>Path</lr> building mode and then build a <lr>Path</lr> on the highlighted tiles.,Seleziona la modalità di costruzione <lr>Percorsi</lr> e costruisci un <lr>Sentiero</lr> sulle caselle evidenziate.,
TutorialDialogues_T1_BuildPathComplete,Text,,"Excellent! Your <bd>Well</bd> will soon be built and <it>Water</it> will be supplied to the <bd>Residence</bd>.
Because the <bd>Well</bd> and the <bd>Residence</bd> are connected by a path, the Stackbot can deliver the <it>Water</it> directly.
This means the <it>Water</it> resource will not impact your road network and can help reduce traffic on your roads when your colony grows and gets busier.","Eccellente! Il tuo <bd>Pozzo</bd> sarà costruito presto e <it>Acqua</it> verrà fornita alle <bd>Residenze</bd>.
Siccome il <bd>Pozzo</bd> e le <bd>Residenze</bd> sono connesse da un sentiero, il BotImpilatore può consegnare l'<it>Acqua</it> direttamente.
Questo significa che l'<it>Acqua</it> non impatterà la rete stradale, aiutando a ridurre il traffico quando la tua colonia crescerà.",
TutorialDialogues_T1_BuildResidence0,Text,,"The <bd>Colony Ship</bd> generates a small amount of <it>Energy L1</it> to get you started but your colony will soon require lots more.
You can generate additional <it>Energy L1</it> at <bd>Residences</bd> so next let's build your first <bd>Residence</bd>.","La <bd>Nave della Colonia</bd> genera una piccola quantità di <it>Energia L1</it> per iniziare, ma la tua colonia ne richiederà presto di più.
Puoi generare più <it>Energia L1</it> alle <bd>Residenze</bd> quindi costruisci la tua prima <bd>Residenza</bd>.",
TutorialDialogues_T1_BuildSurfaceMine,Text,,"Great, your territory has expanded and now includes the <nr>Stone Deposit</nr>!
Go ahead and build a <bd>Surface Mine</bd> to mine the <nr>Stone Deposit</nr> and start producing <it>Stone</it>.","Bene, il tuo territorio si è espanso e ora include il <nr>Deposito di Pietra</nr>!
Continua e costruisci una <bd>Miniera di Superficie</bd> per estrarre materiale dal <nr>Deposito di Pietra</nr> e produrre <it>Pietra</it>.",
TutorialDialogues_T1_BuildWatchtower,Text,,"First you need to build a <bd>Watchtower</bd> near the <nr>Stone Deposit</nr> to expand your borders.
You can choose where to build the <bd>Watchtower</bd> yourself but you'll need to place it near the border so you can access the <nr>Stone Deposit</nr>.","Per prima cosa costruisci una <bd>Torre di Guardia</bd> vicino al <nr>Deposito di Pietra</nr> per allargare i tuoi confini.
Puoi costruire dove costruire la <bd>Torre di Guardia</bd> ma dovrai piazzarla vicino al bordo in modo da poter accedere al <nr>Deposito di Pietra</nr>.",
TutorialDialogues_T1_BuildWell,Text,,"To produce <it>Energy L1</it> the first resource a <bd>Residence</bd> needs is <it>Water</it>.
Build a <bd>Well</bd> at the highlighted tiles.","Per produrre <it>Energia L1</it> la prima risorsa di cui una <bd>Residenza</bd> ha bisogno è l'<it>Acqua</it>.
Costruisci un <bd>Pozzo</bd> sulle caselle evidenziate.",
TutorialDialogues_T1_ClickStoneDeposit,Text,,"You have some <nr>Stone Deposit</nr> just outside your territory on the other side of the island.
Click on it now.","Hai alcuni <nr>Depositi di Pietra</nr> appena fuori dal tuo territorio sull'altro lato dell'isola.
Cliccaci ora.",
TutorialDialogues_T1_ConnectFishingHut,Text,,Again go ahead and use a <lr>path</lr> to connect your <bd>Fishing Hut</bd> to the <lr>Road</lr> network.,Continua e utilizza un <lr>Sentiero</lr> per connettere la <bd>Capanna del Pescatore</bd> alla rete <lr>Stradale</lr>.,
TutorialDialogues_T1_ConnectResidence,Text,,"Again you need to connect the building to the road network to allow resources to reach it.
Buildings can be connected to any point along a road. Build a <lr>Road</lr> on the highlighted locations.","Ancora una volta hai bisogno di collegare l'edificio alla rete stradale per consentire alle risorse di raggiungerlo.
Gli edifici possono essere connessi a qualsiasi punto lungo una strada. Costruisci una <lr>Strada</lr> sulle posizioni evidenziate.",
TutorialDialogues_T1_ConnectResidence1,Text,,"Great! Buildings can be connected to any point along a road.
Each building has a Stackbot to collect and drop off resources. The one at your <bd>Residence</bd> will use both road posts.",Bene! Gli edifici possono essere connessi a qualsiasi palo stradale lungo la strada. Ogni edificio ha un BotImpilatore per raccogliere e lasciare risorse. Il Bot alla tua <bd>Residenza</bd> utilizzerà entrambi i pali stradali.,
